order_id;profit;cargo;cargo_amount;vehicle_type;manhattan_dist;Year;Month;Day
0_733717_49;2898;Mail;105;ship;50;2008;11;6
0_733721_50;359;Grain;25;road vehicle;25;2008;11;10
2_733722_55;699;Coal;25;road vehicle;39;2008;11;11
1_733724_31;1832;Iron Ore;60;railway locomotive;50;2008;11;13
0_733726_18;3612;Goods;58;railway locomotive;85;2008;11;15
1_733726_72;695;Coal;25;road vehicle;39;2008;11;15
2_733727_7;208;Livestock;16;road vehicle;25;2008;11;16
0_733729_70;450;Iron Ore;25;road vehicle;29;2008;11;18
1_733731_28;6643;Steel;60;electrified railway locomotive;171;2008;11;20
0_733731_41;360;Wood;22;road vehicle;27;2008;11;20
0_733737_0;12733;Grain;180;electrified railway locomotive;124;2008;11;26
1_733742_11;838;Mail;33;ship;46;2008;12;1
0_733743_8;3642;Goods;58;railway locomotive;85;2008;12;2
2_733743_17;360;Wood;22;road vehicle;27;2008;12;2
0_733746_64;208;Livestock;16;road vehicle;25;2008;12;5
0_733748_33;355;Grain;25;road vehicle;25;2008;12;7
1_733749_15;3197;Livestock;50;electrified railway locomotive;124;2008;12;8
0_733756_47;450;Iron Ore;25;road vehicle;29;2008;12;15
1_733757_67;699;Coal;25;road vehicle;39;2008;12;16
0_733758_72;360;Wood;22;road vehicle;27;2008;12;17
0_733762_10;695;Coal;25;road vehicle;39;2008;12;21
2_733765_15;479;Mail;29;ship;30;2008;12;24
1_733765_60;208;Livestock;16;road vehicle;25;2008;12;24
0_733765_69;1854;Iron Ore;60;railway locomotive;50;2008;12;24
3_733767_48;3604;Goods;58;railway locomotive;85;2008;12;26
0_733769_8;360;Wood;22;road vehicle;27;2008;12;28
0_733771_73;4486;Steel;40;railway locomotive;171;2008;12;30
0_733774_58;3657;Goods;58;railway locomotive;85;2009;1;2
1_733776_64;12728;Grain;180;electrified railway locomotive;124;2009;1;4
0_733777_30;355;Grain;25;road vehicle;25;2009;1;5
0_733783_24;450;Iron Ore;25;road vehicle;29;2009;1;11
1_733784_56;208;Livestock;16;road vehicle;25;2009;1;12
0_733784_63;360;Wood;22;road vehicle;27;2009;1;12
2_733787_22;3200;Livestock;50;electrified railway locomotive;124;2009;1;15
0_733790_13;6930;Steel;60;electrified railway locomotive;171;2009;1;18
0_733793_5;698;Coal;25;road vehicle;39;2009;1;21
0_733796_39;360;Wood;22;road vehicle;27;2009;1;24
1_733797_22;695;Coal;25;road vehicle;39;2009;1;25
2_733797_47;2649;Mail;96;ship;50;2009;1;25
0_733799_21;3650;Goods;58;railway locomotive;85;2009;1;27
0_733801_8;359;Grain;25;road vehicle;25;2009;1;29
0_733804_6;208;Livestock;16;road vehicle;25;2009;2;1
0_733810_1;450;Iron Ore;25;road vehicle;29;2009;2;7
1_733810_54;360;Wood;22;road vehicle;27;2009;2;7
2_733813_10;3660;Goods;58;railway locomotive;85;2009;2;10
0_733813_48;1834;Iron Ore;60;railway locomotive;50;2009;2;10
1_733816_54;12716;Grain;180;electrified railway locomotive;124;2009;2;13
1_733822_29;1066;Mail;42;ship;46;2009;2;19
0_733822_30;360;Wood;22;road vehicle;27;2009;2;19
0_733824_17;208;Livestock;16;road vehicle;25;2009;2;21
0_733828_17;697;Coal;25;road vehicle;39;2009;2;25
1_733828_64;355;Grain;25;road vehicle;25;2009;2;25
0_733830_72;3658;Goods;58;railway locomotive;85;2009;2;27
1_733832_0;3172;Livestock;50;electrified railway locomotive;124;2009;3;1
0_733832_34;695;Coal;25;road vehicle;39;2009;3;1
0_733836_45;360;Wood;22;road vehicle;27;2009;3;5
1_733836_52;450;Iron Ore;25;road vehicle;29;2009;3;5
0_733843_13;208;Livestock;16;road vehicle;25;2009;3;12
0_733845_31;429;Mail;26;ship;30;2009;3;14
0_733848_21;360;Wood;22;road vehicle;27;2009;3;17
0_733851_39;3616;Goods;58;railway locomotive;85;2009;3;20
1_733853_10;4526;Steel;40;railway locomotive;171;2009;3;22
0_733856_31;356;Grain;25;road vehicle;25;2009;3;25
0_733860_0;12727;Grain;180;electrified railway locomotive;124;2009;3;29
0_733862_36;360;Wood;22;road vehicle;27;2009;3;31
1_733862_54;1837;Iron Ore;60;railway locomotive;50;2009;3;31
2_733864_30;6094;Mail;52;electrified railway locomotive;212;2009;4;2
1_733867_36;208;Livestock;16;road vehicle;25;2009;4;5
0_733868_5;3660;Goods;58;railway locomotive;85;2009;4;6
1_733870_64;695;Coal;25;road vehicle;39;2009;4;8
2_733871_37;450;Iron Ore;25;road vehicle;29;2009;4;9
0_733872_4;3196;Livestock;50;electrified railway locomotive;124;2009;4;10
1_733872_25;695;Coal;25;road vehicle;39;2009;4;10
2_733873_17;3008;Mail;109;ship;50;2009;4;11
3_733873_25;6686;Steel;60;electrified railway locomotive;171;2009;4;11
0_733874_12;360;Wood;22;road vehicle;27;2009;4;12
0_733884_13;355;Grain;25;road vehicle;25;2009;4;22
1_733886_0;3638;Goods;58;railway locomotive;85;2009;4;24
0_733887_63;208;Livestock;16;road vehicle;25;2009;4;25
2_733888_27;360;Wood;22;road vehicle;27;2009;4;26
1_733889_67;5157;Mail;44;electrified railway locomotive;212;2009;4;27
1_733897_71;1092;Mail;43;ship;46;2009;5;5
0_733898_14;450;Iron Ore;25;road vehicle;29;2009;5;6
0_733900_3;360;Wood;22;road vehicle;27;2009;5;8
0_733905_40;12626;Grain;180;electrified railway locomotive;124;2009;5;13
1_733906_9;696;Coal;25;road vehicle;39;2009;5;14
0_733907_45;695;Coal;25;road vehicle;39;2009;5;15
2_733907_64;3614;Goods;58;railway locomotive;85;2009;5;15
1_733908_31;359;Grain;25;road vehicle;25;2009;5;16
0_733909_19;208;Livestock;16;road vehicle;25;2009;5;17
0_733912_57;3193;Livestock;50;electrified railway locomotive;124;2009;5;20
1_733914_58;1829;Iron Ore;60;railway locomotive;50;2009;5;22
0_733916_39;6094;Mail;52;electrified railway locomotive;212;2009;5;24
1_733917_47;3662;Goods;58;railway locomotive;85;2009;5;25
0_733922_14;360;Wood;22;road vehicle;27;2009;5;30
0_733924_65;450;Iron Ore;25;road vehicle;29;2009;6;1
0_733925_55;396;Mail;24;ship;30;2009;6;2
1_733925_68;360;Wood;22;road vehicle;27;2009;6;2
0_733929_23;208;Livestock;16;road vehicle;25;2009;6;6
0_733936_13;355;Grain;25;road vehicle;25;2009;6;13
1_733941_28;695;Coal;25;road vehicle;39;2009;6;18
0_733942_1;3650;Goods;58;railway locomotive;85;2009;6;19
1_733942_65;695;Coal;25;road vehicle;39;2009;6;19
0_733948_1;6848;Steel;60;electrified railway locomotive;171;2009;6;25
1_733948_5;360;Wood;22;road vehicle;27;2009;6;25
3_733948_19;208;Livestock;16;road vehicle;25;2009;6;25
2_733949_14;4508;Steel;40;railway locomotive;171;2009;6;26
0_733950_64;3201;Livestock;50;electrified railway locomotive;124;2009;6;27
1_733951_42;450;Iron Ore;25;road vehicle;29;2009;6;28
0_733953_23;2732;Mail;99;ship;50;2009;6;30
1_733953_25;360;Wood;22;road vehicle;27;2009;6;30
2_733956_12;16;Passengers;9;road vehicle;5;2009;7;3
1_733956_58;3609;Goods;58;railway locomotive;85;2009;7;3
0_733957_6;12505;Grain;180;electrified railway locomotive;124;2009;7;4
1_733961_6;22;Passengers;16;road vehicle;4;2009;7;8
0_733961_29;4805;Mail;41;electrified railway locomotive;212;2009;7;8
0_733963_49;355;Grain;25;road vehicle;25;2009;7;10
1_733966_40;12;Passengers;7;road vehicle;5;2009;7;13
1_733967_9;14;Passengers;8;road vehicle;5;2009;7;14
2_733967_15;208;Livestock;16;road vehicle;25;2009;7;14
0_733969_18;1823;Iron Ore;60;railway locomotive;50;2009;7;16
1_733970_56;2;Passengers;1;road vehicle;6;2009;7;17
0_733970_67;14;Passengers;10;road vehicle;4;2009;7;17
0_733973_52;3658;Goods;58;railway locomotive;85;2009;7;20
1_733973_70;360;Wood;22;road vehicle;27;2009;7;20
0_733975_45;23;Passengers;13;road vehicle;5;2009;7;22
1_733976_49;695;Coal;25;road vehicle;39;2009;7;23
0_733976_68;23;Passengers;13;road vehicle;5;2009;7;23
0_733977_53;1016;Mail;40;ship;46;2009;7;24
1_733978_19;450;Iron Ore;25;road vehicle;29;2009;7;25
0_733979_16;360;Wood;22;road vehicle;27;2009;7;26
0_733980_39;28;Passengers;20;road vehicle;4;2009;7;27
0_733981_10;6;Passengers;3;road vehicle;6;2009;7;28
0_733984_67;690;Coal;25;road vehicle;39;2009;7;31
0_733985_33;1;Passengers;1;road vehicle;5;2009;8;1
0_733986_44;36;Passengers;20;road vehicle;5;2009;8;2
2_733987_67;359;Grain;25;road vehicle;25;2009;8;3
0_733988_55;208;Livestock;16;road vehicle;25;2009;8;4
1_733989_5;6563;Mail;56;electrified railway locomotive;212;2009;8;5
0_733989_49;4;Passengers;2;road vehicle;6;2009;8;5
0_733991_38;25;Passengers;18;road vehicle;4;2009;8;7
2_733994_38;19;Passengers;11;road vehicle;5;2009;8;10
0_733995_1;3616;Goods;58;railway locomotive;85;2009;8;11
1_733995_40;3182;Livestock;50;electrified railway locomotive;124;2009;8;11
0_733997_39;21;Passengers;12;road vehicle;5;2009;8;13
1_733997_56;6;Passengers;4;road vehicle;4;2009;8;13
0_733999_61;360;Wood;22;road vehicle;27;2009;8;15
0_734000_57;363;Mail;22;ship;30;2009;8;16
2_734001_55;6;Passengers;3;road vehicle;6;2009;8;17
1_734002_64;12629;Grain;180;electrified railway locomotive;124;2009;8;18
0_734003_2;6945;Steel;60;electrified railway locomotive;171;2009;8;19
1_734003_57;19;Passengers;11;road vehicle;5;2009;8;19
0_734005_7;360;Wood;22;road vehicle;27;2009;8;21
0_734007_15;28;Passengers;16;road vehicle;5;2009;8;23
0_734007_73;6;Passengers;3;road vehicle;6;2009;8;23
1_734010_57;450;Iron Ore;25;road vehicle;29;2009;8;26
0_734011_42;1850;Iron Ore;60;railway locomotive;50;2009;8;27
2_734012_49;34;Passengers;24;road vehicle;4;2009;8;28
0_734013_33;30;Passengers;17;road vehicle;5;2009;8;29
1_734013_36;3658;Goods;58;railway locomotive;85;2009;8;29
3_734015_11;6563;Mail;56;electrified railway locomotive;212;2009;8;31
0_734015_13;204;Livestock;16;road vehicle;25;2009;8;31
0_734016_66;355;Grain;25;road vehicle;25;2009;9;1
0_734017_57;21;Passengers;15;road vehicle;4;2009;9;2
1_734018_43;696;Coal;25;road vehicle;39;2009;9;3
0_734019_23;28;Passengers;16;road vehicle;5;2009;9;4
1_734020_5;695;Coal;25;road vehicle;39;2009;9;5
0_734022_52;1;Passengers;1;road vehicle;5;2009;9;7
0_734023_39;11;Passengers;5;road vehicle;6;2009;9;8
1_734025_45;360;Wood;22;road vehicle;27;2009;9;10
0_734026_51;3654;Goods;58;railway locomotive;85;2009;9;11
0_734029_39;39;Passengers;22;road vehicle;5;2009;9;14
0_734029_69;1;Passengers;1;road vehicle;5;2009;9;14
1_734030_65;360;Wood;22;road vehicle;27;2009;9;15
3_734034_19;18;Passengers;13;road vehicle;4;2009;9;19
1_734034_33;27;Passengers;19;road vehicle;4;2009;9;19
2_734034_36;208;Livestock;16;road vehicle;25;2009;9;19
0_734035_44;3202;Livestock;50;electrified railway locomotive;124;2009;9;20
0_734039_33;2705;Mail;98;ship;50;2009;9;24
1_734039_51;450;Iron Ore;25;road vehicle;29;2009;9;24
3_734039_68;12;Passengers;7;road vehicle;5;2009;9;24
0_734040_8;18;Passengers;10;road vehicle;5;2009;9;25
2_734041_13;4805;Mail;41;electrified railway locomotive;212;2009;9;26
0_734043_56;355;Grain;25;road vehicle;25;2009;9;28
0_734044_10;9;Passengers;4;road vehicle;6;2009;9;29
2_734044_23;533;Goods;18;road vehicle;40;2009;9;29
3_734044_24;2;Passengers;1;road vehicle;6;2009;9;29
1_734045_12;3662;Goods;58;railway locomotive;85;2009;9;30
1_734048_55;18;Passengers;10;road vehicle;5;2009;10;3
0_734048_73;25;Passengers;14;road vehicle;5;2009;10;3
0_734051_32;360;Wood;22;road vehicle;27;2009;10;6
2_734051_72;12733;Grain;180;electrified railway locomotive;124;2009;10;6
0_734052_57;14;Passengers;10;road vehicle;4;2009;10;7
1_734053_5;21;Passengers;15;road vehicle;4;2009;10;8
1_734054_63;208;Livestock;16;road vehicle;25;2009;10;9
2_734055_46;698;Coal;25;road vehicle;39;2009;10;10
0_734056_44;1843;Iron Ore;60;railway locomotive;50;2009;10;11
1_734057_8;695;Coal;25;road vehicle;39;2009;10;12
2_734057_28;360;Wood;22;road vehicle;27;2009;10;12
2_734059_5;18;Passengers;10;road vehicle;5;2009;10;14
1_734059_31;34;Passengers;19;road vehicle;5;2009;10;14
0_734060_11;4433;Steel;40;railway locomotive;171;2009;10;15
1_734063_47;2;Passengers;1;road vehicle;6;2009;10;18
2_734063_69;22;Passengers;10;road vehicle;6;2009;10;18
0_734065_11;3662;Goods;58;railway locomotive;85;2009;10;20
2_734065_53;1092;Mail;43;ship;46;2009;10;20
1_734066_28;450;Iron Ore;25;road vehicle;29;2009;10;21
0_734067_34;359;Grain;25;road vehicle;25;2009;10;22
1_734068_50;4336;Mail;37;electrified railway locomotive;212;2009;10;23
2_734068_62;19;Passengers;11;road vehicle;5;2009;10;23
0_734069_7;36;Passengers;20;road vehicle;5;2009;10;24
1_734072_41;533;Goods;18;road vehicle;40;2009;10;27
0_734073_31;21;Passengers;15;road vehicle;4;2009;10;28
1_734073_59;208;Livestock;16;road vehicle;25;2009;10;28
2_734074_22;29;Passengers;21;road vehicle;4;2009;10;29
0_734076_69;3187;Livestock;50;electrified railway locomotive;124;2009;10;31
0_734078_65;360;Wood;22;road vehicle;27;2009;11;2
0_734080_5;28;Passengers;16;road vehicle;5;2009;11;4
1_734081_32;6858;Steel;60;electrified railway locomotive;171;2009;11;5
0_734084_3;6;Passengers;3;road vehicle;6;2009;11;8
0_734088_49;429;Mail;26;ship;30;2009;11;12
1_734089_52;360;Wood;22;road vehicle;27;2009;11;13
0_734090_65;697;Coal;25;road vehicle;39;2009;11;14
0_734092_28;695;Coal;25;road vehicle;39;2009;11;16
1_734092_42;3646;Goods;58;railway locomotive;85;2009;11;16
1_734092_65;9;Passengers;5;road vehicle;5;2009;11;16
2_734093_5;450;Iron Ore;25;road vehicle;29;2009;11;17
0_734093_31;25;Passengers;14;road vehicle;5;2009;11;17
0_734095_16;355;Grain;25;road vehicle;25;2009;11;19
2_734096_4;208;Livestock;16;road vehicle;25;2009;11;20
1_734098_8;1855;Iron Ore;60;railway locomotive;50;2009;11;22
2_734098_25;28;Passengers;20;road vehicle;4;2009;11;22
0_734098_50;3656;Goods;58;railway locomotive;85;2009;11;22
3_734098_65;36;Passengers;26;road vehicle;4;2009;11;22
2_734102_26;533;Goods;18;road vehicle;40;2009;11;26
0_734102_69;12535;Grain;180;electrified railway locomotive;124;2009;11;26
1_734103_14;5977;Mail;51;electrified railway locomotive;212;2009;11;27
0_734104_58;360;Wood;22;road vehicle;27;2009;11;28
1_734104_60;18;Passengers;10;road vehicle;5;2009;11;28
0_734111_50;36;Passengers;20;road vehicle;5;2009;12;5
0_734112_55;26;Passengers;12;road vehicle;6;2009;12;6
0_734116_8;208;Livestock;16;road vehicle;25;2009;12;10
2_734116_71;360;Wood;22;road vehicle;27;2009;12;10
1_734117_23;3643;Mail;132;ship;50;2009;12;11
3_734119_29;2;Passengers;1;road vehicle;6;2009;12;13
1_734119_56;450;Iron Ore;25;road vehicle;29;2009;12;13
0_734120_32;66;Passengers;37;road vehicle;5;2009;12;14
2_734121_58;3177;Livestock;50;electrified railway locomotive;124;2009;12;15
1_734122_72;355;Grain;25;road vehicle;25;2009;12;16
0_734124_18;3650;Goods;58;railway locomotive;85;2009;12;18
1_734124_65;27;Passengers;15;road vehicle;5;2009;12;18
0_734126_12;696;Coal;25;road vehicle;39;2009;12;20
1_734127_42;52;Passengers;37;road vehicle;4;2009;12;21
0_734127_48;695;Coal;25;road vehicle;39;2009;12;21
0_734128_32;11;Passengers;8;road vehicle;4;2009;12;22
0_734129_53;533;Goods;18;road vehicle;40;2009;12;23
1_734130_51;360;Wood;22;road vehicle;27;2009;12;24
2_734133_61;9;Passengers;5;road vehicle;5;2009;12;27
1_734134_56;43;Passengers;24;road vehicle;5;2009;12;28
2_734135_4;208;Livestock;16;road vehicle;25;2009;12;29
0_734135_21;3627;Goods;58;railway locomotive;85;2009;12;29
1_734139_16;4922;Mail;42;electrified railway locomotive;212;2010;1;2
2_734139_21;26;Passengers;12;road vehicle;6;2010;1;2
0_734139_36;1858;Iron Ore;60;railway locomotive;50;2010;1;2
0_734142_58;360;Wood;22;road vehicle;27;2010;1;5
1_734143_48;12;Passengers;7;road vehicle;5;2010;1;6
0_734144_32;45;Passengers;25;road vehicle;5;2010;1;7
1_734146_10;1016;Mail;40;ship;46;2010;1;9
0_734146_33;450;Iron Ore;25;road vehicle;29;2010;1;9
0_734147_50;7;Passengers;5;road vehicle;4;2010;1;10
2_734148_13;4538;Steel;40;railway locomotive;171;2010;1;11
1_734148_42;28;Passengers;20;road vehicle;4;2010;1;11
0_734149_72;6822;Steel;60;electrified railway locomotive;171;2010;1;12
1_734150_38;359;Grain;25;road vehicle;25;2010;1;13
3_734151_13;12564;Grain;180;electrified railway locomotive;124;2010;1;14
0_734154_24;28;Passengers;16;road vehicle;5;2010;1;17
1_734154_28;208;Livestock;16;road vehicle;25;2010;1;17
0_734156_44;360;Wood;22;road vehicle;27;2010;1;19
0_734158_43;22;Passengers;10;road vehicle;6;2010;1;21
1_734161_44;533;Goods;18;road vehicle;40;2010;1;24
0_734162_45;3616;Goods;58;railway locomotive;85;2010;1;25
2_734162_50;9;Passengers;5;road vehicle;5;2010;1;25
1_734163_34;32;Passengers;18;road vehicle;5;2010;1;26
0_734166_65;7149;Mail;61;electrified railway locomotive;212;2010;1;29
2_734167_18;14;Passengers;10;road vehicle;4;2010;1;30
3_734168_10;34;Passengers;24;road vehicle;4;2010;1;31
0_734168_23;690;Coal;25;road vehicle;39;2010;1;31
2_734168_51;360;Wood;22;road vehicle;27;2010;1;31
0_734168_63;281;Mail;17;ship;30;2010;1;31
1_734169_29;3154;Livestock;50;electrified railway locomotive;124;2010;2;1
0_734172_51;685;Coal;25;road vehicle;39;2010;2;4
1_734173_10;450;Iron Ore;25;road vehicle;29;2010;2;5
2_734173_20;3;Passengers;2;road vehicle;5;2010;2;5
0_734173_66;36;Passengers;20;road vehicle;5;2010;2;5
1_734176_31;3621;Goods;58;railway locomotive;85;2010;2;8
0_734177_56;1860;Iron Ore;60;railway locomotive;50;2010;2;9
2_734177_65;11;Passengers;5;road vehicle;6;2010;2;9
1_734178_25;355;Grain;25;road vehicle;25;2010;2;10
0_734180_11;208;Livestock;16;road vehicle;25;2010;2;12
0_734182_37;360;Wood;22;road vehicle;27;2010;2;14
2_734182_58;23;Passengers;13;road vehicle;5;2010;2;14
1_734183_2;36;Passengers;20;road vehicle;5;2010;2;15
0_734187_26;17;Passengers;12;road vehicle;4;2010;2;19
1_734187_28;21;Passengers;15;road vehicle;4;2010;2;19
0_734192_29;533;Goods;18;road vehicle;40;2010;2;24
0_734192_56;9;Passengers;5;road vehicle;5;2010;2;24
2_734192_61;12;Passengers;7;road vehicle;5;2010;2;24
1_734194_21;3650;Goods;58;railway locomotive;85;2010;2;26
2_734194_44;360;Wood;22;road vehicle;27;2010;2;26
0_734194_53;5274;Mail;45;electrified railway locomotive;212;2010;2;26
1_734197_3;6;Passengers;3;road vehicle;6;2010;3;1
2_734197_6;11;Passengers;5;road vehicle;6;2010;3;1
0_734197_13;3367;Mail;122;ship;50;2010;3;1
0_734200_23;208;Livestock;16;road vehicle;25;2010;3;4
2_734201_66;27;Passengers;15;road vehicle;5;2010;3;5
3_734201_69;23;Passengers;13;road vehicle;5;2010;3;5
0_734202_4;450;Iron Ore;25;road vehicle;29;2010;3;6
1_734203_6;12485;Grain;180;electrified railway locomotive;124;2010;3;7
0_734205_61;355;Grain;25;road vehicle;25;2010;3;9
2_734205_71;14;Passengers;10;road vehicle;4;2010;3;9
1_734206_16;15;Passengers;11;road vehicle;4;2010;3;10
0_734207_43;695;Coal;25;road vehicle;39;2010;3;11
0_734211_5;3200;Livestock;50;electrified railway locomotive;124;2010;3;15
0_734211_51;18;Passengers;10;road vehicle;5;2010;3;15
1_734211_60;696;Coal;25;road vehicle;39;2010;3;15
2_734212_12;25;Passengers;14;road vehicle;5;2010;3;16
0_734213_59;360;Wood;22;road vehicle;27;2010;3;17
1_734216_33;13;Passengers;6;road vehicle;6;2010;3;20
0_734218_20;3600;Goods;58;railway locomotive;85;2010;3;22
2_734219_20;1850;Iron Ore;60;railway locomotive;50;2010;3;23
0_734219_47;533;Goods;18;road vehicle;40;2010;3;23
1_734220_37;360;Wood;22;road vehicle;27;2010;3;24
2_734220_50;208;Livestock;16;road vehicle;25;2010;3;24
0_734220_56;12;Passengers;7;road vehicle;5;2010;3;24
3_734221_5;27;Passengers;15;road vehicle;5;2010;3;25
0_734221_45;965;Mail;38;ship;46;2010;3;25
1_734225_31;20;Passengers;14;road vehicle;4;2010;3;29
0_734225_50;28;Passengers;20;road vehicle;4;2010;3;29
1_734228_55;450;Iron Ore;25;road vehicle;29;2010;4;1
0_734228_56;5625;Mail;48;electrified railway locomotive;212;2010;4;1
2_734230_5;359;Grain;25;road vehicle;25;2010;4;3
0_734230_44;9;Passengers;5;road vehicle;5;2010;4;3
1_734231_6;4588;Steel;40;railway locomotive;171;2010;4;4
2_734231_6;18;Passengers;10;road vehicle;5;2010;4;4
0_734233_5;6918;Steel;60;electrified railway locomotive;171;2010;4;6
0_734234_60;11;Passengers;5;road vehicle;6;2010;4;7
1_734235_49;3642;Goods;58;railway locomotive;85;2010;4;8
0_734239_46;208;Livestock;16;road vehicle;25;2010;4;12
1_734239_49;21;Passengers;12;road vehicle;5;2010;4;12
2_734239_52;27;Passengers;15;road vehicle;5;2010;4;12
0_734241_16;360;Wood;22;road vehicle;27;2010;4;14
0_734242_55;699;Coal;25;road vehicle;39;2010;4;15
0_734243_73;21;Passengers;15;road vehicle;4;2010;4;16
2_734244_2;18;Passengers;13;road vehicle;4;2010;4;17
1_734244_3;12699;Grain;180;electrified railway locomotive;124;2010;4;17
0_734246_30;360;Wood;22;road vehicle;27;2010;4;19
2_734246_65;533;Goods;18;road vehicle;40;2010;4;19
1_734246_72;695;Coal;25;road vehicle;39;2010;4;19
1_734249_29;9;Passengers;5;road vehicle;5;2010;4;22
0_734249_34;14;Passengers;8;road vehicle;5;2010;4;22
0_734250_10;314;Mail;19;ship;30;2010;4;23
0_734253_22;3192;Livestock;50;electrified railway locomotive;124;2010;4;26
0_734253_50;4;Passengers;2;road vehicle;6;2010;4;26
1_734253_53;11;Passengers;5;road vehicle;6;2010;4;26
0_734255_32;450;Iron Ore;25;road vehicle;29;2010;4;28
2_734256_18;3656;Goods;58;railway locomotive;85;2010;4;29
1_734256_44;3867;Mail;33;electrified railway locomotive;212;2010;4;29
0_734257_61;355;Grain;25;road vehicle;25;2010;4;30
2_734258_39;27;Passengers;15;road vehicle;5;2010;5;1
3_734258_42;19;Passengers;11;road vehicle;5;2010;5;1
0_734259_57;208;Livestock;16;road vehicle;25;2010;5;2
1_734260_58;1854;Iron Ore;60;railway locomotive;50;2010;5;3
1_734263_14;17;Passengers;12;road vehicle;4;2010;5;6
0_734263_33;22;Passengers;16;road vehicle;4;2010;5;6
1_734267_7;360;Wood;22;road vehicle;27;2010;5;10
0_734267_22;3662;Goods;58;railway locomotive;85;2010;5;10
0_734269_63;27;Passengers;15;road vehicle;5;2010;5;12
0_734274_9;533;Goods;18;road vehicle;40;2010;5;17
0_734276_1;27;Passengers;15;road vehicle;5;2010;5;19
2_734277_18;17;Passengers;8;road vehicle;6;2010;5;20
0_734277_67;699;Coal;25;road vehicle;39;2010;5;20
1_734278_17;3201;Mail;116;ship;50;2010;5;21
0_734279_65;360;Wood;22;road vehicle;27;2010;5;22
1_734279_68;208;Livestock;16;road vehicle;25;2010;5;22
0_734282_9;450;Iron Ore;25;road vehicle;29;2010;5;25
1_734282_10;695;Coal;25;road vehicle;39;2010;5;25
1_734283_54;2;Passengers;1;road vehicle;6;2010;5;26
0_734283_58;48;Passengers;27;road vehicle;5;2010;5;26
0_734285_43;355;Grain;25;road vehicle;25;2010;5;28
0_734288_50;16;Passengers;9;road vehicle;5;2010;5;31
1_734290_24;43;Passengers;31;road vehicle;4;2010;6;2
0_734290_65;4453;Mail;38;electrified railway locomotive;212;2010;6;2
2_734292_41;12535;Grain;180;electrified railway locomotive;124;2010;6;4
1_734292_72;360;Wood;22;road vehicle;27;2010;6;4
2_734293_33;18;Passengers;13;road vehicle;4;2010;6;5
0_734293_60;3622;Goods;58;railway locomotive;85;2010;6;5
0_734298_4;48;Passengers;27;road vehicle;5;2010;6;10
2_734298_14;1;Passengers;1;road vehicle;5;2010;6;10
1_734298_64;208;Livestock;16;road vehicle;25;2010;6;10
1_734301_27;533;Goods;18;road vehicle;40;2010;6;13
0_734301_49;3156;Livestock;50;electrified railway locomotive;124;2010;6;13
3_734302_42;11;Passengers;5;road vehicle;6;2010;6;14
1_734302_60;15;Passengers;7;road vehicle;6;2010;6;14
0_734302_69;1143;Mail;45;ship;46;2010;6;14
2_734303_47;3624;Goods;58;railway locomotive;85;2010;6;15
4_734305_47;1860;Iron Ore;60;railway locomotive;50;2010;6;17
0_734305_58;360;Wood;22;road vehicle;27;2010;6;17
0_734307_9;18;Passengers;10;road vehicle;5;2010;6;19
1_734307_31;27;Passengers;15;road vehicle;5;2010;6;19
0_734308_60;450;Iron Ore;25;road vehicle;29;2010;6;20
1_734310_70;6998;Steel;60;electrified railway locomotive;171;2010;6;22
1_734311_37;14;Passengers;10;road vehicle;4;2010;6;23
0_734312_3;24;Passengers;17;road vehicle;4;2010;6;24
1_734313_5;698;Coal;25;road vehicle;39;2010;6;25
0_734317_12;18;Passengers;10;road vehicle;5;2010;6;29
0_734318_63;360;Wood;22;road vehicle;27;2010;6;30
1_734319_60;351;Grain;25;road vehicle;25;2010;7;1
1_734320_47;6;Passengers;3;road vehicle;6;2010;7;2
0_734320_48;208;Livestock;16;road vehicle;25;2010;7;2
2_734321_28;4;Passengers;2;road vehicle;6;2010;7;3
1_734322_0;690;Coal;25;road vehicle;39;2010;7;4
0_734322_66;5157;Mail;44;electrified railway locomotive;212;2010;7;4
1_734325_22;9;Passengers;5;road vehicle;5;2010;7;7
1_734325_71;429;Mail;26;ship;30;2010;7;7
0_734326_7;30;Passengers;17;road vehicle;5;2010;7;8
0_734329_25;4;Passengers;3;road vehicle;4;2010;7;11
1_734329_66;21;Passengers;15;road vehicle;4;2010;7;11
1_734331_51;360;Wood;22;road vehicle;27;2010;7;13
0_734332_49;3616;Goods;58;railway locomotive;85;2010;7;14
1_734334_41;4568;Steel;40;railway locomotive;171;2010;7;16
2_734335_27;9;Passengers;5;road vehicle;5;2010;7;17
0_734335_37;450;Iron Ore;25;road vehicle;29;2010;7;17
1_734335_73;28;Passengers;16;road vehicle;5;2010;7;17
2_734338_47;12617;Grain;180;electrified railway locomotive;124;2010;7;20
0_734339_69;208;Livestock;16;road vehicle;25;2010;7;21
1_734340_6;532;Goods;18;road vehicle;40;2010;7;22
2_734340_17;22;Passengers;10;road vehicle;6;2010;7;22
0_734343_7;3614;Goods;58;railway locomotive;85;2010;7;25
1_734343_58;360;Grain;25;road vehicle;25;2010;7;25
2_734344_44;14;Passengers;8;road vehicle;5;2010;7;26
0_734344_54;360;Wood;22;road vehicle;27;2010;7;26
1_734345_9;36;Passengers;20;road vehicle;5;2010;7;27
0_734349_36;6563;Mail;56;electrified railway locomotive;212;2010;7;31
1_734350_1;3156;Livestock;50;electrified railway locomotive;124;2010;8;1
